id,county,st,year,total,noncitizen,citizen,rate
01001,"Autauga County, Alabama",NA,2023,59285,702,58583,1.184110652
01003,"Baldwin County, Alabama",NA,2023,239945,5145,234800,2.144241389
01005,"Barbour County, Alabama",NA,2023,24757,423,24334,1.708607667
01007,"Bibb County, Alabama",NA,2023,22152,232,21920,1.047309498
01009,"Blount County, Alabama",NA,2023,59292,1743,57549,2.939688322
01011,"Bullock County, Alabama",NA,2023,10157,211,9946,2.077385055
01013,"Butler County, Alabama",NA,2023,18807,137,18670,0.728452172
01015,"Calhoun County, Alabama",NA,2023,116141,1432,114709,1.232984045
01017,"Chambers County, Alabama",NA,2023,34450,823,33627,2.388969521
01019,"Cherokee County, Alabama",NA,2023,25224,321,24903,1.272597526
01021,"Chilton County, Alabama",NA,2023,45500,1191,44309,2.617582418
01023,"Choctaw County, Alabama",NA,2023,12525,41,12484,0.327345309
01025,"Clarke County, Alabama",NA,2023,22802,105,22697,0.460485922
01027,"Clay County, Alabama",NA,2023,14188,65,14123,0.458133634
01029,"Cleburne County, Alabama",NA,2023,15254,39,15215,0.255670644
01031,"Coffee County, Alabama",NA,2023,54231,1398,52833,2.577861371
01033,"Colbert County, Alabama",NA,2023,57648,536,57112,0.929780738
01035,"Conecuh County, Alabama",NA,2023,11411,33,11378,0.289194637
01037,"Coosa County, Alabama",NA,2023,10323,20,10303,0.193742129
01039,"Covington County, Alabama",NA,2023,37647,208,37439,0.552500863
01041,"Crenshaw County, Alabama",NA,2023,13144,127,13017,0.966220329
01043,"Cullman County, Alabama",NA,2023,89463,1382,88081,1.544772699
01045,"Dale County, Alabama",NA,2023,49516,741,48775,1.496485984
01047,"Dallas County, Alabama",NA,2023,37536,359,37177,0.956415175
01049,"DeKalb County, Alabama",NA,2023,71946,4181,67765,5.811302922
01051,"Elmore County, Alabama",NA,2023,88669,1105,87564,1.246207807
01053,"Escambia County, Alabama",NA,2023,36695,65,36630,0.17713585
01055,"Etowah County, Alabama",NA,2023,103208,1538,101670,1.490194559
01057,"Fayette County, Alabama",NA,2023,16173,0,16173,0
01059,"Franklin County, Alabama",NA,2023,31978,1644,30334,5.141034461
01061,"Geneva County, Alabama",NA,2023,26726,257,26469,0.961610417
01063,"Greene County, Alabama",NA,2023,7589,8,7581,0.105415733
01065,"Hale County, Alabama",NA,2023,14749,21,14728,0.142382534
01067,"Henry County, Alabama",NA,2023,17450,37,17413,0.212034384
01069,"Houston County, Alabama",NA,2023,107628,1789,105839,1.662206861
01071,"Jackson County, Alabama",NA,2023,52839,527,52312,0.997369367
01073,"Jefferson County, Alabama",NA,2023,669744,19628,650116,2.930672018
01075,"Lamar County, Alabama",NA,2023,13809,42,13767,0.304149468
01077,"Lauderdale County, Alabama",NA,2023,95037,1596,93441,1.679345939
01079,"Lawrence County, Alabama",NA,2023,33182,286,32896,0.861913085
01081,"Lee County, Alabama",NA,2023,177663,7296,170367,4.106651357
01083,"Limestone County, Alabama",NA,2023,107577,1979,105598,1.839612557
01085,"Lowndes County, Alabama",NA,2023,10008,69,9939,0.689448441
01087,"Macon County, Alabama",NA,2023,18951,156,18795,0.823175558
01089,"Madison County, Alabama",NA,2023,397135,11444,385691,2.881639745
01091,"Marengo County, Alabama",NA,2023,19027,126,18901,0.66221685
01093,"Marion County, Alabama",NA,2023,29190,120,29070,0.411099692
01095,"Marshall County, Alabama",NA,2023,98712,4949,93763,5.013574844
01097,"Mobile County, Alabama",NA,2023,413162,5958,407204,1.442049366
01099,"Monroe County, Alabama",NA,2023,19580,26,19554,0.13278856
01101,"Montgomery County, Alabama",NA,2023,227197,7970,219227,3.507968855
01103,"Morgan County, Alabama",NA,2023,123742,4854,118888,3.92267783
01105,"Perry County, Alabama",NA,2023,8231,39,8192,0.473818491
01107,"Pickens County, Alabama",NA,2023,18843,641,18202,3.40179377
01109,"Pike County, Alabama",NA,2023,32953,730,32223,2.215276303
01111,"Randolph County, Alabama",NA,2023,22310,156,22154,0.69923801
01113,"Russell County, Alabama",NA,2023,58858,654,58204,1.111148867
01115,"St. Clair County, Alabama",NA,2023,92903,716,92187,0.770696318
01117,"Shelby County, Alabama",NA,2023,226955,6631,220324,2.921724571
01119,"Sumter County, Alabama",NA,2023,12020,54,11966,0.449251248
01121,"Talladega County, Alabama",NA,2023,81170,1000,80170,1.231982259
01123,"Tallapoosa County, Alabama",NA,2023,41070,487,40583,1.185780375
01125,"Tuscaloosa County, Alabama",NA,2023,234036,6145,227891,2.625664428
01127,"Walker County, Alabama",NA,2023,64886,704,64182,1.084979811
01129,"Washington County, Alabama",NA,2023,15270,49,15221,0.320890635
01131,"Wilcox County, Alabama",NA,2023,10347,4,10343,0.038658548
01133,"Winston County, Alabama",NA,2023,23637,365,23272,1.544189195
02013,"Aleutians East Borough, Alaska",NA,2023,3423,738,2685,21.56003506
02016,"Aleutians West Census Area, Alaska",NA,2023,5178,1269,3909,24.50753187
02020,"Anchorage Municipality, Alaska",NA,2023,289069,11037,278032,3.818119549
02050,"Bethel Census Area, Alaska",NA,2023,18487,152,18335,0.822199383
02060,"Bristol Bay Borough, Alaska",NA,2023,878,42,836,4.783599089
02063,"Chugach Census Area, Alaska",NA,2023,6964,129,6835,1.852383688
02066,"Copper River Census Area, Alaska",NA,2023,2626,19,2607,0.723533892
02068,"Denali Borough, Alaska",NA,2023,2029,64,1965,3.154263184
02070,"Dillingham Census Area, Alaska",NA,2023,4780,58,4722,1.213389121
02090,"Fairbanks North Star Borough, Alaska",NA,2023,95555,2292,93263,2.398618597
02100,"Haines Borough, Alaska",NA,2023,2077,74,2003,3.562831006
02105,"Hoonah-Angoon Census Area, Alaska",NA,2023,2313,33,2280,1.426718547
02110,"Juneau City and Borough, Alaska",NA,2023,31969,778,31191,2.433607557
02122,"Kenai Peninsula Borough, Alaska",NA,2023,59843,757,59086,1.264976689
02130,"Ketchikan Gateway Borough, Alaska",NA,2023,13870,351,13519,2.530641673
02150,"Kodiak Island Borough, Alaska",NA,2023,12878,1258,11620,9.768597608
02158,"Kusilvak Census Area, Alaska",NA,2023,8277,38,8239,0.45910354
02164,"Lake and Peninsula Borough, Alaska",NA,2023,1007,46,961,4.568023833
02170,"Matanuska-Susitna Borough, Alaska",NA,2023,110677,1054,109623,0.952320717
02180,"Nome Census Area, Alaska",NA,2023,9925,75,9850,0.755667506
02185,"North Slope Borough, Alaska",NA,2023,10891,329,10562,3.020842898
02188,"Northwest Arctic Borough, Alaska",NA,2023,7611,160,7451,2.10222047
02195,"Petersburg Borough, Alaska",NA,2023,3394,176,3218,5.185621685
02198,"Prince of Wales-Hyder Census Area, Alaska",NA,2023,5730,60,5670,1.047120419
02220,"Sitka City and Borough, Alaska",NA,2023,8393,449,7944,5.349696175
02230,"Skagway Municipality, Alaska",NA,2023,1308,36,1272,2.752293578
02240,"Southeast Fairbanks Census Area, Alaska",NA,2023,6936,253,6683,3.647635525
02275,"Wrangell City and Borough, Alaska",NA,2023,2106,71,2035,3.371320038
02282,"Yakutat City and Borough, Alaska",NA,2023,506,68,438,13.43873518
02290,"Yukon-Koyukuk Census Area, Alaska",NA,2023,5271,73,5198,1.384936445
04001,"Apache County, Arizona",NA,2023,65680,489,65191,0.744518879
04003,"Cochise County, Arizona",NA,2023,125458,5230,120228,4.168725789
04005,"Coconino County, Arizona",NA,2023,144643,3606,141037,2.493034575
04007,"Gila County, Arizona",NA,2023,53610,651,52959,1.214325686
04009,"Graham County, Arizona",NA,2023,38860,495,38365,1.273803397
04011,"Greenlee County, Arizona",NA,2023,9452,171,9281,1.809140923
04012,"La Paz County, Arizona",NA,2023,16605,1090,15515,6.564287865
04013,"Maricopa County, Arizona",NA,2023,4491987,346232,4145755,7.707769413
04015,"Mohave County, Arizona",NA,2023,217420,5158,212262,2.372366848
04017,"Navajo County, Arizona",NA,2023,107744,1123,106621,1.042285417
04019,"Pima County, Arizona",NA,2023,1049947,57242,992705,5.451894238
04021,"Pinal County, Arizona",NA,2023,449219,21094,428125,4.695705213
04023,"Santa Cruz County, Arizona",NA,2023,48209,6445,41764,13.36887303
04025,"Yavapai County, Arizona",NA,2023,241656,7782,233874,3.220280068
04027,"Yuma County, Arizona",NA,2023,207685,27468,180217,13.22579869
05001,"Arkansas County, Arkansas",NA,2023,16773,149,16624,0.888332439
05003,"Ashley County, Arkansas",NA,2023,18722,277,18445,1.479542784
05005,"Baxter County, Arkansas",NA,2023,42150,257,41893,0.609727165
05007,"Benton County, Arkansas",NA,2023,294541,24293,270248,8.247748191
05009,"Boone County, Arkansas",NA,2023,37896,338,37558,0.891914714
05011,"Bradley County, Arkansas",NA,2023,10354,492,9862,4.751786749
05013,"Calhoun County, Arkansas",NA,2023,4717,40,4677,0.847996608
05015,"Carroll County, Arkansas",NA,2023,28526,1871,26655,6.558928697
05017,"Chicot County, Arkansas",NA,2023,9997,117,9880,1.170351105
05019,"Clark County, Arkansas",NA,2023,21378,278,21100,1.300402283
05021,"Clay County, Arkansas",NA,2023,14399,56,14343,0.388915897
05023,"Cleburne County, Arkansas",NA,2023,25048,143,24905,0.570903865
05025,"Cleveland County, Arkansas",NA,2023,7491,12,7479,0.160192231
05027,"Columbia County, Arkansas",NA,2023,22527,359,22168,1.593643184
05029,"Conway County, Arkansas",NA,2023,20872,340,20532,1.628976619
05031,"Craighead County, Arkansas",NA,2023,112097,2566,109531,2.289088914
05033,"Crawford County, Arkansas",NA,2023,60792,1279,59513,2.103895249
05035,"Crittenden County, Arkansas",NA,2023,47609,529,47080,1.111134449
05037,"Cross County, Arkansas",NA,2023,16681,235,16446,1.408788442
05039,"Dallas County, Arkansas",NA,2023,6351,19,6332,0.299165486
05041,"Desha County, Arkansas",NA,2023,11041,213,10828,1.929173082
05043,"Drew County, Arkansas",NA,2023,17143,279,16864,1.627486438
05045,"Faulkner County, Arkansas",NA,2023,126001,2645,123356,2.099189689
05047,"Franklin County, Arkansas",NA,2023,17220,81,17139,0.470383275
05049,"Fulton County, Arkansas",NA,2023,12239,38,12201,0.310482883
05051,"Garland County, Arkansas",NA,2023,100062,2336,97726,2.334552577
05053,"Grant County, Arkansas",NA,2023,18111,203,17908,1.120865772
05055,"Greene County, Arkansas",NA,2023,46182,308,45874,0.666926508
05057,"Hempstead County, Arkansas",NA,2023,19778,1093,18685,5.526342401
05059,"Hot Spring County, Arkansas",NA,2023,33142,102,33040,0.30776658
05061,"Howard County, Arkansas",NA,2023,12701,729,11972,5.739705535
05063,"Independence County, Arkansas",NA,2023,38120,881,37239,2.31112277
05065,"Izard County, Arkansas",NA,2023,13866,57,13809,0.411077456
05067,"Jackson County, Arkansas",NA,2023,16775,102,16673,0.60804769
05069,"Jefferson County, Arkansas",NA,2023,65780,780,65000,1.185770751
05071,"Johnson County, Arkansas",NA,2023,25932,1534,24398,5.915471232
05073,"Lafayette County, Arkansas",NA,2023,6211,7,6204,0.112703268
05075,"Lawrence County, Arkansas",NA,2023,16265,99,16166,0.608668921
05077,"Lee County, Arkansas",NA,2023,8511,32,8479,0.375984021
05079,"Lincoln County, Arkansas",NA,2023,12966,249,12717,1.920407219
05081,"Little River County, Arkansas",NA,2023,11959,35,11924,0.292666611
05083,"Logan County, Arkansas",NA,2023,21240,126,21114,0.593220339
05085,"Lonoke County, Arkansas",NA,2023,74747,957,73790,1.280318943
05087,"Madison County, Arkansas",NA,2023,17032,396,16636,2.325035228
05089,"Marion County, Arkansas",NA,2023,17076,172,16904,1.007261654
05091,"Miller County, Arkansas",NA,2023,42588,263,42325,0.617544848
05093,"Mississippi County, Arkansas",NA,2023,39749,536,39213,1.348461597
05095,"Monroe County, Arkansas",NA,2023,6681,57,6624,0.853165694
05097,"Montgomery County, Arkansas",NA,2023,8571,154,8417,1.796756504
05099,"Nevada County, Arkansas",NA,2023,8228,9,8219,0.109382596
05101,"Newton County, Arkansas",NA,2023,7175,7,7168,0.097560976
05103,"Ouachita County, Arkansas",NA,2023,22317,42,22275,0.188197338
05105,"Perry County, Arkansas",NA,2023,10073,62,10011,0.6155068
05107,"Phillips County, Arkansas",NA,2023,15910,176,15734,1.106222502
05109,"Pike County, Arkansas",NA,2023,10182,335,9847,3.290119819
05111,"Poinsett County, Arkansas",NA,2023,22740,199,22541,0.875109938
05113,"Polk County, Arkansas",NA,2023,19348,466,18882,2.408517676
05115,"Pope County, Arkansas",NA,2023,63830,1979,61851,3.100422999
05117,"Prairie County, Arkansas",NA,2023,8162,14,8148,0.171526587
05119,"Pulaski County, Arkansas",NA,2023,398949,14815,384134,3.71350724
05121,"Randolph County, Arkansas",NA,2023,18733,437,18296,2.332781722
05123,"St. Francis County, Arkansas",NA,2023,22740,386,22354,1.697449428
05125,"Saline County, Arkansas",NA,2023,125724,2743,122981,2.181763227
05127,"Scott County, Arkansas",NA,2023,9839,109,9730,1.107836162
05129,"Searcy County, Arkansas",NA,2023,7861,27,7834,0.343467752
05131,"Sebastian County, Arkansas",NA,2023,128448,6363,122085,4.953755605
05133,"Sevier County, Arkansas",NA,2023,15797,2056,13741,13.01512945
05135,"Sharp County, Arkansas",NA,2023,17597,104,17493,0.591009831
05137,"Stone County, Arkansas",NA,2023,12474,33,12441,0.264550265
05139,"Union County, Arkansas",NA,2023,38368,616,37752,1.605504587
05141,"Van Buren County, Arkansas",NA,2023,15936,189,15747,1.185993976
05143,"Washington County, Arkansas",NA,2023,251863,20938,230925,8.313249664
05145,"White County, Arkansas",NA,2023,77395,1068,76327,1.379934104
05147,"Woodruff County, Arkansas",NA,2023,6157,19,6138,0.308591847
05149,"Yell County, Arkansas",NA,2023,20195,1108,19087,5.486506561
06001,"Alameda County, California",NA,2023,1651949,251650,1400299,15.23352113
06003,"Alpine County, California",NA,2023,1695,23,1672,1.356932153
06005,"Amador County, California",NA,2023,41029,900,40129,2.193570401
06007,"Butte County, California",NA,2023,209470,7289,202181,3.479734568
06009,"Calaveras County, California",NA,2023,45995,1291,44704,2.806826829
06011,"Colusa County, California",NA,2023,21895,3609,18286,16.48321535
06013,"Contra Costa County, California",NA,2023,1161458,126746,1034712,10.91266322
06015,"Del Norte County, California",NA,2023,27293,954,26339,3.495401751
06017,"El Dorado County, California",NA,2023,192299,7508,184791,3.904336476
06019,"Fresno County, California",NA,2023,1012152,104473,907679,10.32186865
06021,"Glenn County, California",NA,2023,28623,2580,26043,9.013730217
06023,"Humboldt County, California",NA,2023,135418,4059,131359,2.997385872
06025,"Imperial County, California",NA,2023,179319,25747,153572,14.35821079
06027,"Inyo County, California",NA,2023,18803,893,17910,4.749242142
06029,"Kern County, California",NA,2023,910433,106839,803594,11.73496567
06031,"Kings County, California",NA,2023,152830,18514,134316,12.11411372
06033,"Lake County, California",NA,2023,68139,3282,64857,4.81662484
06035,"Lassen County, California",NA,2023,31177,1341,29836,4.301247715
06037,"Los Angeles County, California",NA,2023,9848406,1490299,8358107,15.13238792
06039,"Madera County, California",NA,2023,158790,20856,137934,13.13432836
06041,"Marin County, California",NA,2023,258765,24658,234107,9.529109424
06043,"Mariposa County, California",NA,2023,17060,775,16285,4.542790152
06045,"Mendocino County, California",NA,2023,90709,6271,84438,6.913316209
06047,"Merced County, California",NA,2023,285597,43127,242470,15.10064882
06049,"Modoc County, California",NA,2023,8646,283,8363,3.273189914
06051,"Mono County, California",NA,2023,13169,1645,11524,12.49145721
06053,"Monterey County, California",NA,2023,435834,87281,348553,20.02620264
06055,"Napa County, California",NA,2023,136070,13296,122774,9.77144117
06057,"Nevada County, California",NA,2023,102452,3503,98949,3.419162144
06059,"Orange County, California",NA,2023,3164063,394578,2769485,12.47061136
06061,"Placer County, California",NA,2023,412435,18282,394153,4.432698486
06063,"Plumas County, California",NA,2023,19607,184,19423,0.938440353
06065,"Riverside County, California",NA,2023,2449909,233571,2216338,9.533864319
06067,"Sacramento County, California",NA,2023,1584047,137381,1446666,8.672785593
06069,"San Benito County, California",NA,2023,66056,6744,59312,10.2095192
06071,"San Bernardino County, California",NA,2023,2187816,220902,1966914,10.09691857
06073,"San Diego County, California",NA,2023,3282782,299987,2982795,9.138194373
06075,"San Francisco County, California",NA,2023,836321,106576,729745,12.74343225
06077,"San Joaquin County, California",NA,2023,787416,91705,695711,11.64632164
06079,"San Luis Obispo County, California",NA,2023,281486,13041,268445,4.632912472
06081,"San Mateo County, California",NA,2023,745100,109733,635367,14.72728493
06083,"Santa Barbara County, California",NA,2023,443975,59444,384531,13.38904218
06085,"Santa Clara County, California",NA,2023,1903297,367846,1535451,19.32677874
06087,"Santa Cruz County, California",NA,2023,266021,25204,240817,9.474439988
06089,"Shasta County, California",NA,2023,181554,4159,177395,2.290778501
06091,"Sierra County, California",NA,2023,2731,63,2668,2.306847309
06093,"Siskiyou County, California",NA,2023,43834,987,42847,2.251676781
06095,"Solano County, California",NA,2023,450824,38723,412101,8.589382996
06097,"Sonoma County, California",NA,2023,485642,41928,443714,8.633520165
06099,"Stanislaus County, California",NA,2023,552250,59219,493031,10.72322318
06101,"Sutter County, California",NA,2023,98971,10396,88575,10.50408706
06103,"Tehama County, California",NA,2023,65520,4067,61453,6.207264957
06105,"Trinity County, California",NA,2023,15886,313,15573,1.970288304
06107,"Tulare County, California",NA,2023,475774,64170,411604,13.48749616
06109,"Tuolumne County, California",NA,2023,54873,932,53941,1.69846737
06111,"Ventura County, California",NA,2023,838259,86085,752174,10.26949905
06113,"Yolo County, California",NA,2023,217782,23286,194496,10.69234372
06115,"Yuba County, California",NA,2023,83079,3578,79501,4.306744183
08001,"Adams County, Colorado",NA,2023,524408,50991,473417,9.723535873
08003,"Alamosa County, Colorado",NA,2023,16515,469,16046,2.839842567
08005,"Arapahoe County, Colorado",NA,2023,655709,52881,602828,8.064705532
08007,"Archuleta County, Colorado",NA,2023,13730,282,13448,2.053896577
08009,"Baca County, Colorado",NA,2023,3460,82,3378,2.369942197
08011,"Bent County, Colorado",NA,2023,5524,132,5392,2.389572773
08013,"Boulder County, Colorado",NA,2023,328317,16458,311859,5.012838202
08014,"Broomfield County, Colorado",NA,2023,75110,3437,71673,4.575955266
08015,"Chaffee County, Colorado",NA,2023,19876,315,19561,1.584825921
08017,"Cheyenne County, Colorado",NA,2023,1732,99,1633,5.715935335
08019,"Clear Creek County, Colorado",NA,2023,9358,78,9280,0.833511434
08021,"Conejos County, Colorado",NA,2023,7536,116,7420,1.539278132
08023,"Costilla County, Colorado",NA,2023,3571,145,3426,4.060487258
08025,"Crowley County, Colorado",NA,2023,5734,27,5707,0.47087548
08027,"Custer County, Colorado",NA,2023,5073,74,4999,1.458702937
08029,"Delta County, Colorado",NA,2023,31353,431,30922,1.374669091
08031,"Denver County, Colorado",NA,2023,713734,52627,661107,7.373475272
08033,"Dolores County, Colorado",NA,2023,2385,9,2376,0.377358491
08035,"Douglas County, Colorado",NA,2023,368283,12433,355850,3.37593644
08037,"Eagle County, Colorado",NA,2023,55374,4654,50720,8.40466645
08039,"Elbert County, Colorado",NA,2023,27152,328,26824,1.208014143
08041,"El Paso County, Colorado",NA,2023,736008,20071,715937,2.727008402
08043,"Fremont County, Colorado",NA,2023,49394,557,48837,1.127667328
08045,"Garfield County, Colorado",NA,2023,62034,5291,56743,8.529193668
08047,"Gilpin County, Colorado",NA,2023,5877,222,5655,3.777437468
08049,"Grand County, Colorado",NA,2023,15794,351,15443,2.222362923
08051,"Gunnison County, Colorado",NA,2023,17158,195,16963,1.136496095
08053,"Hinsdale County, Colorado",NA,2023,939,0,939,0
08055,"Huerfano County, Colorado",NA,2023,6946,0,6946,0
08057,"Jackson County, Colorado",NA,2023,1422,0,1422,0
08059,"Jefferson County, Colorado",NA,2023,579715,15166,564549,2.61611309
08061,"Kiowa County, Colorado",NA,2023,1356,39,1317,2.876106195
08063,"Kit Carson County, Colorado",NA,2023,7015,301,6714,4.290805417
08065,"Lake County, Colorado",NA,2023,7411,649,6762,8.757252732
08067,"La Plata County, Colorado",NA,2023,56088,649,55439,1.157110255
08069,"Larimer County, Colorado",NA,2023,363561,9424,354137,2.59213722
08071,"Las Animas County, Colorado",NA,2023,14392,340,14052,2.362423569
08073,"Lincoln County, Colorado",NA,2023,5561,133,5428,2.391656177
08075,"Logan County, Colorado",NA,2023,21067,575,20492,2.729387193
08077,"Mesa County, Colorado",NA,2023,157316,4038,153278,2.566808208
08079,"Mineral County, Colorado",NA,2023,799,0,799,0
08081,"Moffat County, Colorado",NA,2023,13258,381,12877,2.873736612
08083,"Montezuma County, Colorado",NA,2023,26204,516,25688,1.969165013
08085,"Montrose County, Colorado",NA,2023,43272,1939,41333,4.480957663
08087,"Morgan County, Colorado",NA,2023,29186,2478,26708,8.490372096
08089,"Otero County, Colorado",NA,2023,18460,307,18153,1.663055255
08091,"Ouray County, Colorado",NA,2023,5024,64,4960,1.27388535
08093,"Park County, Colorado",NA,2023,17739,113,17626,0.637014488
08095,"Phillips County, Colorado",NA,2023,4491,369,4122,8.216432866
08097,"Pitkin County, Colorado",NA,2023,17119,993,16126,5.800572463
08099,"Prowers County, Colorado",NA,2023,11931,577,11354,4.836141145
08101,"Pueblo County, Colorado",NA,2023,168726,3908,164818,2.316181264
08103,"Rio Blanco County, Colorado",NA,2023,6518,186,6332,2.853636085
08105,"Rio Grande County, Colorado",NA,2023,11394,477,10917,4.186413902
08107,"Routt County, Colorado",NA,2023,24990,705,24285,2.821128451
08109,"Saguache County, Colorado",NA,2023,6511,206,6305,3.163876517
08111,"San Juan County, Colorado",NA,2023,690,57,633,8.260869565
08113,"San Miguel County, Colorado",NA,2023,8026,334,7692,4.161475206
08115,"Sedgwick County, Colorado",NA,2023,2346,64,2282,2.728047741
08117,"Summit County, Colorado",NA,2023,30857,2047,28810,6.633827008
08119,"Teller County, Colorado",NA,2023,24774,215,24559,0.867845322
08121,"Washington County, Colorado",NA,2023,4839,121,4718,2.500516636
08123,"Weld County, Colorado",NA,2023,340711,18241,322470,5.353804251
08125,"Yuma County, Colorado",NA,2023,9921,1403,8518,14.14171958
09110,"Capitol Planning Region, Connecticut",NA,2023,969029,58988,910041,6.08733072
09120,"Greater Bridgeport Planning Region, Connecticut",NA,2023,326296,35409,290887,10.85180327
09130,"Lower Connecticut River Valley Planning Region, Connecticut",NA,2023,174983,5020,169963,2.868850117
09140,"Naugatuck Valley Planning Region, Connecticut",NA,2023,452303,24753,427550,5.472658815
09150,"Northeastern Connecticut Planning Region, Connecticut",NA,2023,95829,1944,93885,2.028613468
09160,"Northwest Hills Planning Region, Connecticut",NA,2023,112848,3944,108904,3.494966681
09170,"South Central Connecticut Planning Region, Connecticut",NA,2023,566803,36096,530707,6.368350203
09180,"Southeastern Connecticut Planning Region, Connecticut",NA,2023,279025,10455,268570,3.746976077
09190,"Western Connecticut Planning Region, Connecticut",NA,2023,621232,70605,550627,11.36531924
10001,"Kent County, Delaware",NA,2023,185043,5256,179787,2.840420875
10003,"New Castle County, Delaware",NA,2023,573030,32032,540998,5.589934209
10005,"Sussex County, Delaware",NA,2023,247799,11301,236498,4.560551092
11001,"District of Columbia, District of Columbia",NA,2023,672079,45075,627004,6.706800837
12001,"Alachua County, Florida",NA,2023,281751,14611,267140,5.185784611
12003,"Baker County, Florida",NA,2023,28186,225,27961,0.798268644
12005,"Bay County, Florida",NA,2023,181368,7302,174066,4.026068546
12007,"Bradford County, Florida",NA,2023,27888,96,27792,0.344234079
12009,"Brevard County, Florida",NA,2023,620533,18574,601959,2.993233237
12011,"Broward County, Florida",NA,2023,1946127,268395,1677732,13.79123767
12013,"Calhoun County, Florida",NA,2023,13593,277,13316,2.037813581
12015,"Charlotte County, Florida",NA,2023,195083,6764,188319,3.467242148
12017,"Citrus County, Florida",NA,2023,158693,2329,156364,1.467613568
12019,"Clay County, Florida",NA,2023,223436,4418,219018,1.977299987
12021,"Collier County, Florida",NA,2023,387681,45711,341970,11.79087961
12023,"Columbia County, Florida",NA,2023,70755,1464,69291,2.069111724
12027,"DeSoto County, Florida",NA,2023,34719,2794,31925,8.047466805
12029,"Dixie County, Florida",NA,2023,16952,242,16710,1.42756017
12031,"Duval County, Florida",NA,2023,1007189,51119,956070,5.075412857
12033,"Escambia County, Florida",NA,2023,323275,8942,314333,2.766066043
12035,"Flagler County, Florida",NA,2023,121710,4373,117337,3.592966889
12037,"Franklin County, Florida",NA,2023,12418,306,12112,2.464164922
12039,"Gadsden County, Florida",NA,2023,43642,1532,42110,3.510379909
12041,"Gilchrist County, Florida",NA,2023,18494,579,17915,3.130745107
12043,"Glades County, Florida",NA,2023,12324,777,11547,6.304771178
12045,"Gulf County, Florida",NA,2023,14772,277,14495,1.875169239
12047,"Hamilton County, Florida",NA,2023,13445,259,13186,1.926366679
12049,"Hardee County, Florida",NA,2023,25508,1692,23816,6.63321311
12051,"Hendry County, Florida",NA,2023,40798,6455,34343,15.82185401
12053,"Hernando County, Florida",NA,2023,201512,5056,196456,2.50903172
12055,"Highlands County, Florida",NA,2023,103808,4922,98886,4.741445746
12057,"Hillsborough County, Florida",NA,2023,1489634,133145,1356489,8.938101574
12059,"Holmes County, Florida",NA,2023,19626,97,19529,0.494242332
12061,"Indian River County, Florida",NA,2023,163856,6078,157778,3.709354555
12063,"Jackson County, Florida",NA,2023,47652,429,47223,0.900277008
12065,"Jefferson County, Florida",NA,2023,14713,158,14555,1.073880242
12067,"Lafayette County, Florida",NA,2023,8035,214,7821,2.663347853
12069,"Lake County, Florida",NA,2023,398696,16242,382454,4.073780525
12071,"Lee County, Florida",NA,2023,792692,69638,723054,8.785000984
12073,"Leon County, Florida",NA,2023,295335,9673,285662,3.275263684
12075,"Levy County, Florida",NA,2023,44276,1235,43041,2.789321529
12077,"Liberty County, Florida",NA,2023,7650,117,7533,1.529411765
12079,"Madison County, Florida",NA,2023,18113,351,17762,1.937834704
12081,"Manatee County, Florida",NA,2023,416020,26719,389301,6.422527763
12083,"Marion County, Florida",NA,2023,387697,13145,374552,3.390534361
12085,"Martin County, Florida",NA,2023,160464,7814,152650,4.869628079
12086,"Miami-Dade County, Florida",NA,2023,2685296,579183,2106113,21.56868368
12087,"Monroe County, Florida",NA,2023,81840,6520,75320,7.966764418
12089,"Nassau County, Florida",NA,2023,94653,1208,93445,1.276240584
12091,"Okaloosa County, Florida",NA,2023,214281,9124,205157,4.257960342
12093,"Okeechobee County, Florida",NA,2023,40249,2498,37751,6.206365376
12095,"Orange County, Florida",NA,2023,1440471,167460,1273011,11.6253642
12097,"Osceola County, Florida",NA,2023,406943,51273,355670,12.59955325
12099,"Palm Beach County, Florida",NA,2023,1507453,174620,1332833,11.5837774
12101,"Pasco County, Florida",NA,2023,588758,25702,563056,4.365460851
12103,"Pinellas County, Florida",NA,2023,960565,41113,919452,4.280085158
12105,"Polk County, Florida",NA,2023,760961,46652,714309,6.130668983
12107,"Putnam County, Florida",NA,2023,74235,2312,71923,3.114433892
12109,"St. Johns County, Florida",NA,2023,292243,9654,282589,3.303415308
12111,"St. Lucie County, Florida",NA,2023,346237,21551,324686,6.224349217
12113,"Santa Rosa County, Florida",NA,2023,193719,3118,190601,1.60954785
12115,"Sarasota County, Florida",NA,2023,449011,20246,428765,4.509020937
12117,"Seminole County, Florida",NA,2023,474912,27774,447138,5.848241358
12119,"Sumter County, Florida",NA,2023,137536,2873,134663,2.088907631
12121,"Suwannee County, Florida",NA,2023,44484,1242,43242,2.792015107
12123,"Taylor County, Florida",NA,2023,21422,685,20737,3.197647278
12125,"Union County, Florida",NA,2023,15551,209,15342,1.343965018
12127,"Volusia County, Florida",NA,2023,568229,18117,550112,3.188327241
12129,"Wakulla County, Florida",NA,2023,34608,608,34000,1.756819233
12131,"Walton County, Florida",NA,2023,79846,2632,77214,3.296345465
12133,"Washington County, Florida",NA,2023,25259,356,24903,1.40939863
13001,"Appling County, Georgia",NA,2023,18426,754,17672,4.092043851
